WardCode,WardName,Borough,area_km2,population,typeA_count,typeB_count,typeA_density,typeB_density,atm_density,bank_density,bar_density,cafe_density,clothes_density,convenience_density,department_store_density,electronics_density,fast_food_density,jewelry_density,mall_density,nightclub_density,pharmacy_density,pub_density,restaurant_density,station_density,supermarket_density,atm_density_log,bank_density_log,bar_density_log,cafe_density_log,clothes_density_log,convenience_density_log,department_store_density_log,electronics_density_log,fast_food_density_log,jewelry_density_log,mall_density_log,nightclub_density_log,pharmacy_density_log,pub_density_log,restaurant_density_log,station_density_log,supermarket_density_log,typeA_density_log,typeB_density_log
E05009317,Bethnal Green,Tower Hamlets,1.209072711403255,21282,2811,2403,2324.9222097962506,1987.4735219282784,7.443721055911155,0.0,1.6541602346469233,11.579121642528463,0.8270801173234616,20.67700293308654,0.0,0.8270801173234616,13.233281877175386,0.0,0.0,0.0,2.481240351970385,4.96248070394077,11.579121642528463,1.6541602346469233,0.0,2.133423094849131,0.0,0.9761283088602994,2.5320384270960474,0.6027191282808542,3.0762519259214707,0.0,0.6027191282808542,2.6555830163731935,0.0,0.0,0.0,1.2473886532627974,1.785486619972874,2.5320384270960474,0.9761283088602994,0.0,7.75187188875162,7.5951225489585275
E05009318,Blackwall & Cubitt Town,Tower Hamlets,1.3525209243245386,21328,1776,1615,1313.103529904316,1194.066554501954,4.436160574001068,0.0,6.654240861001601,10.351041339335826,0.7393600956668446,7.393600956668446,0.0,0.0,13.308481722003203,0.0,0.0,0.0,1.4787201913336891,2.218080287000534,25.877603348339562,1.4787201913336891,0.7393600956668446,1.6930730348520904,0.0,2.0352598551524386,2.4293094876779286,0.5535172844747271,2.1274696246663507,0.0,0.0,2.6608524888481324,0.0,0.0,0.0,0.907742375094714,1.1687849976065483,3.2912933505317756,0.907742375094714,0.5535172844747271,7.180909985822315,7.085957156958644
E05009319,Bow East,Tower Hamlets,1.8682499492683997,19723,2085,1973,1116.0176938939455,1056.0685419917288,1.0705205696824416,1.6057808545236625,3.211561709047325,12.8462468361893,2.676301424206104,8.028904272618313,0.0,0.0,6.958383702935871,0.5352602848412208,0.0,0.0,1.6057808545236625,3.746821993888546,6.42312341809465,0.0,0.5352602848412208,0.7278000585991217,0.9577323825049875,1.437833531176281,2.6280142093531267,1.3019071990115871,2.200431017056082,0.0,0.0,2.074225926843372,0.42869993333616246,0.0,0.0,0.9577323825049875,1.5574753402118957,2.004599914441305,0.0,0.42869993333616246,7.018417639493379,6.963254829549987
E05009320,Bow West,Tower Hamlets,1.3584731260680616,13954,1422,1457,1046.7634380930372,1072.5276577366774,2.2083616837405846,0.0,0.7361205612468615,12.514049541196647,0.7361205612468615,11.041808418702923,0.0,1.472241122493723,12.514049541196647,0.0,0.0,0.0,0.7361205612468615,7.361205612468615,5.888964489974892,0.7361205612468615,0.0,1.1657604279572684,0.0,0.5516530615496235,2.603729851039842,0.5516530615496235,2.488384629490598,0.0,0.9051250763004474,2.603729851039842,0.0,0.0,0.0,0.5516530615496235,2.1236026287168337,1.9299207819998485,0.5516530615496235,0.0,6.954413112390351,6.978705381063964
E05009321,Bromley North,Tower Hamlets,0.6000577299992572,11753,1482,1403,2469.7623677005786,2338.1083683427205,3.333012641971091,0.0,0.0,8.332531604927729,0.0,4.999518962956637,0.0,0.0,9.999037925913274,0.0,0.0,1.6665063209855455,3.333012641971091,1.6665063209855455,3.333012641971091,4.999518962956637,3.333012641971091,1.4662630603558913,0.0,0.0,2.233506318345494,0.0,1.7916792931734806,0.0,0.0,2.397807807692798,0.0,0.0,0.9807691215734471,1.4662630603558913,0.9807691215734471,1.4662630603558913,1.7916792931734806,1.4662630603558913,7.812282032890058,7.757525096568099
E05009322,Bromley South,Tower Hamlets,0.6916064347731934,14138,1287,1120,1860.8849416244384,1619.4181310173824,2.8918180911024685,0.0,0.0,7.229545227756171,0.0,13.013181409961108,0.0,0.0,5.783636182204937,0.0,0.0,0.0,1.4459090455512342,4.337727136653703,2.8918180911024685,1.4459090455512342,0.0,1.358876424049144,0.0,0.0,2.1077307552953983,0.0,2.639998415937518,0.0,0.0,1.914513268249188,0.0,0.0,0.0,0.8944168515986367,1.6747999325258818,1.358876424049144,0.8944168515986367,0.0,7.529344663030029,7.390439500489204
E05009323,Canary Wharf,Tower Hamlets,1.4238162811581605,17930,2466,3160,1731.9650243036317,2219.387460178214,9.130391450100248,7.023378038538652,9.832729253954113,28.09351215415461,12.642080469369574,9.130391450100248,0.7023378038538652,1.4046756077077305,54.08001089674762,2.809351215415461,0.0,0.0,2.1070134115615957,4.214026823123191,46.354295054355106,4.214026823123191,4.214026823123191,2.3155399601694873,2.08235953501064,2.3825720379394038,3.370515199291343,2.6131591678641244,2.3155399601694873,0.5320024851074394,0.8774150120102606,4.008786871695358,1.3374588899706714,0.0,0.0,1.1336619469647082,1.6513524599405767,3.85765752416361,1.6513524599405767,1.6513524599405767,7.457589107344391,7.705436991249264
E05009324,Island Gardens,Tower Hamlets,1.039262496790864,15469,1072,511,1031.5007068091327,491.69483318980105,0.0,0.0,0.9622208085906088,4.811104042953044,0.0,5.773324851543652,0.0,0.0,5.773324851543652,0.0,0.0,0.0,1.9244416171812175,4.811104042953044,5.773324851543652,1.9244416171812175,0.9622208085906088,0.0,0.0,0.674076897415523,1.7597705774160863,0.0,1.912992081808659,0.0,0.0,1.912992081808659,0.0,0.0,0.0,1.0731035623510892,1.7597705774160863,1.912992081808659,1.0731035623510892,0.674076897415523,6.939739009395857,6.199889982768325
E05009325,Lansbury,Tower Hamlets,1.2690134238890185,21929,2218,2007,1747.8144503804517,1581.5435536129696,3.152054915023357,0.0,0.0,15.760274575116787,2.364041186267518,18.124315761384306,0.0,0.0,18.912329490140145,0.0,0.0,0.0,3.152054915023357,2.364041186267518,3.9400686437791967,0.7880137287558393,0.0,1.4236033719378176,0.0,0.0,2.8190114776832726,1.2131429852781788,2.9509606018900607,0.0,0.0,2.9913391122435797,0.0,0.0,0.0,1.4236033719378176,1.2131429852781788,1.5973792266051514,0.5811053549969225,0.0,7.466693380414469,7.36678867566992
E05009326,Limehouse,Tower Hamlets,0.3982546063388202,6575,485,494,1217.8139117049661,1240.4125203757799,0.0,0.0,5.0219130379586225,5.0219130379586225,0.0,10.043826075917245,0.0,0.0,10.043826075917245,0.0,0.0,0.0,0.0,5.0219130379586225,15.06573911387587,2.5109565189793113,0.0,0.0,0.0,1.795404989231033,1.795404989231033,0.0,2.4018715456568005,0.0,0.0,2.4018715456568005,0.0,0.0,0.0,0.0,1.795404989231033,2.776688999220416,1.2558885128826978,0.0,7.105633461310414,7.124005139618864
E05009327,Mile End,Tower Hamlets,1.2063103554229788,21553,2252,2022,1866.8495962718998,1676.1855611286774,5.802818460880683,0.0,0.0,10.77666285592127,1.6579481316801952,19.066403514322246,0.0,0.0,16.579481316801953,0.0,0.0,0.0,3.3158962633603903,2.486922197520293,5.802818460880683,0.0,1.6579481316801952,1.9173370058504204,0.0,0.0,2.4661198491185106,0.9775544460600937,2.9990469496564707,0.0,0.0,2.8667323876580633,0.0,0.0,0.0,1.4623050117410448,1.2490194552909646,1.9173370058504204,0.0,0.9775544460600937,7.532543099632807,7.424872406345097
E05009328,Poplar,Tower Hamlets,0.6955223647542269,8171,1097,1004,1577.2318125063327,1443.5193616739818,2.8755365770398047,0.0,0.0,8.626609731119414,1.4377682885199023,8.626609731119414,0.0,0.0,8.626609731119414,0.0,0.0,0.0,1.4377682885199023,4.313304865559707,7.188841442599511,4.313304865559707,1.4377682885199023,1.3546841247131611,0.0,0.0,2.264531110981624,0.8910829849180162,2.264531110981624,0.0,0.0,2.264531110981624,0.0,0.0,0.0,0.8910829849180162,1.6702140268803038,2.102772427858509,1.6702140268803038,0.8910829849180162,7.364060393345651,7.275531923536767
E05009329,St Dunstan's,Tower Hamlets,0.681479438260125,14928,1356,1091,1989.7885744902053,1600.9287129563525,8.804374223407988,0.0,0.0,10.271769927309318,1.4673957039013312,20.543539854618636,0.0,0.0,20.543539854618636,0.0,0.0,0.0,2.9347914078026625,7.336978519506657,8.804374223407988,1.4673957039013312,0.0,2.282828635419643,0.0,0.0,2.4223013633970605,0.9031632235097263,3.0700759968806577,0.0,0.0,3.0700759968806577,0.0,0.0,0.0,1.3698578710113711,2.120700862899627,2.282828635419643,0.9031632235097263,0.0,7.59628610781292,7.378963627859398
E05009330,St Katharine's & Wapping,Tower Hamlets,1.0624922281977252,12064,965,1976,908.2419375781238,1859.7783094863967,6.58828348502266,0.0,3.7647334200129485,13.17656697004532,0.0,11.294200260038846,0.0,0.0,9.411833550032371,0.0,0.0,0.9411833550032371,0.9411833550032371,4.705916775016186,20.70603381007122,1.8823667100064743,0.9411833550032371,2.0266054110247103,0.0,1.5612415901084118,2.6515903881282177,0.0,2.509127627602096,0.0,0.0,2.3429430006457546,0.0,0.0,0.6632977639207944,0.6632977639207944,1.7415036671637654,3.0775902776597253,1.0586117309840226,0.6632977639207944,6.812611216715466,7.5287501251435796
E05009331,St Peter's,Tower Hamlets,1.084037437681307,19985,2452,2249,2261.914501075429,2074.6515958069494,7.379818926836637,2.7674320975637388,5.5348641951274775,19.372024682946172,1.8449547317091592,14.759637853673274,0.0,0.0,22.13945678050991,1.8449547317091592,0.0,0.9224773658545796,4.612386829272898,14.759637853673274,16.604592585382434,1.8449547317091592,0.9224773658545796,2.1258263064844827,1.3263936281480613,1.87715156570149,3.0141626206329617,1.0455471559259257,2.7574521053378778,0.0,0.0,3.1415392461446867,1.0455471559259257,0.0,0.6536146490407514,1.7249760888157033,2.7574521053378778,2.8681598103558468,1.0455471559259257,0.6536146490407514,7.724408863689331,7.638030405445824
E05009332,Shadwell,Tower Hamlets,0.6276561443858133,13423,1578,1130,2514.1154342464633,1800.348821735427,14.339061412052073,1.5932290457835636,0.0,14.339061412052073,19.118748549402763,22.305206640969892,0.0,0.0,23.898435686753455,0.0,0.0,3.1864580915671272,4.779687137350691,6.3729161831342545,12.745832366268509,4.779687137350691,1.5932290457835636,2.730402608412177,0.9529038350054603,0.0,2.730402608412177,3.001652143963221,3.1486767965938,0.0,0.0,3.2148049776720002,0.0,0.0,1.4318550522377385,1.754349552733247,1.9978133108612817,2.6207356775332813,1.754349552733247,0.9529038350054603,7.830073979789278,7.496291008673734
E05009333,Spitalfields & Banglatown,Tower Hamlets,0.9122577784128458,13473,2731,4291,2993.671377350619,4703.714346470709,16.44272085692394,7.673269733231173,8.76945112369277,73.44415316092694,81.11742289415811,35.07780449477108,0.0,8.76945112369277,61.386157865849384,6.577088342769577,0.0,1.0961813904615962,3.2885441713847885,18.635083637847135,118.38759016985239,1.0961813904615962,5.480906952307981,2.858922418750458,2.1602458515566787,2.2792602847112238,4.31004922227747,4.408150209463441,3.58567784231108,0.0,2.2792602847112238,4.1333434216947476,2.02512900221472,0.0,0.7401173039650792,1.4559473213567706,2.977317947651516,4.782375260631033,0.7401173039650792,1.8688604623463707,8.004589780773404,8.45632033741777
E05009334,Stepney Green,Tower Hamlets,0.6568122241254477,12618,1164,788,1772.196005562896,1199.7340656216168,1.5225051594182955,0.0,0.0,6.090020637673182,3.045010318836591,16.747556753601252,0.0,1.5225051594182955,4.567515478254887,0.0,0.0,0.0,1.5225051594182955,3.045010318836591,6.090020637673182,0.0,1.5225051594182955,0.9252525186026217,0.0,0.0,1.9586882513540709,1.397484101517483,2.8762478587626763,0.0,0.9252525186026217,1.7169489002541671,0.0,0.0,0.0,0.9252525186026217,1.397484101517483,1.9586882513540709,0.0,0.9252525186026217,7.4805388501968615,7.0906883701022005
E05009335,Weavers,Tower Hamlets,0.6723124226612546,13415,1403,2077,2086.827422355846,3089.337531171128,4.462211166833598,0.0,16.361440945056525,44.62211166833598,65.4457637802261,16.361440945056525,0.0,0.0,26.77326700100159,4.462211166833598,0.0,0.0,1.487403722277866,14.87403722277866,38.67249677922452,1.487403722277866,1.487403722277866,1.697853683386873,0.0,2.8542517095350792,3.820392503999267,4.196386032641419,2.8542517095350792,0.0,0.0,3.3240739393757313,1.697853683386873,0.0,0.0,0.9112394846896548,2.764684895555607,3.680658171270775,0.9112394846896548,0.9112394846896548,7.643879293458228,8.036035597314973
E05009336,Whitechapel,Tower Hamlets,0.9576765593321419,19004,2988,2950,3120.051306344755,3080.3719389949893,7.309357143377941,2.08838775525084,2.08838775525084,29.237428573511764,52.20969388127101,21.928071430133823,0.0,2.08838775525084,27.149040818260925,0.0,0.0,1.04419387762542,1.04419387762542,15.662908164381301,41.7677551050168,1.04419387762542,5.2209693881271,2.117382246473994,1.127649192689723,1.127649192689723,3.4090805137510247,3.9742405955616786,3.1323619864915453,0.0,1.127649192689723,3.3375132800535146,0.0,0.0,0.715003519910516,0.715003519910516,2.81318518119168,3.755784433253551,0.715003519910516,1.8279257447889161,8.045925181207993,8.03313021152965
E05009367,Brownswood,Hackney,0.48893569302369766,8974,926,1040,1893.909594272797,2127.0690907599446,4.090517482230663,2.0452587411153313,2.0452587411153313,18.407328670037984,0.0,14.31681118780732,0.0,2.0452587411153313,6.135776223345994,0.0,0.0,0.0,2.0452587411153313,4.090517482230663,12.271552446691988,0.0,2.0452587411153313,1.6273794918447801,1.1135858700035748,1.1135858700035748,2.965650761230288,0.0,2.728950995636884,0.0,1.1135858700035748,1.9651210359499662,0.0,0.0,0.0,1.1135858700035748,1.6273794918447801,2.585622830702015,0.0,1.1135858700035748,7.546926408870728,7.662970317396859
E05009368,Cazenove,Hackney,0.7370349901432968,15303,977,837,1325.5815708424486,1135.6312945702452,0.0,0.0,1.3567876876585965,5.427150750634386,2.713575375317193,13.567876876585965,0.0,0.0,8.140726125951579,0.0,0.0,0.0,1.3567876876585965,2.713575375317193,2.713575375317193,1.3567876876585965,4.070363062975789,0.0,0.0,0.8572995425351372,1.8605313219463955,1.3119951255695819,2.6788188907549104,0.0,0.0,2.2127398271629537,0.0,0.0,0.0,0.8572995425351372,1.3119951255695819,1.3119951255695819,0.8572995425351372,1.6234124250936106,7.190360664972082,7.03582416197883
E05009369,Clissold,Hackney,1.0229760537642518,12570,996,974,973.6298287091004,952.1239489584977,0.9775399886637555,0.0,0.9775399886637555,17.5957197959476,1.955079977327511,7.820319909310044,0.0,0.0,8.7978598979738,0.0,0.0,0.0,2.9326199659912664,4.887699943318777,3.910159954655022,0.0,0.0,0.6818536422826499,0.0,0.6818536422826499,2.9229314357403906,1.0835257155772609,2.177058140257757,0.0,0.0,2.282163984070856,0.0,0.0,0.0,1.3693058617764737,1.772865419414511,1.5913065185986148,0.0,0.0,6.882057736045194,6.859744957063101
